iter	Passed	Remaining
659	4057	5164
660	4064	5158
661	4067	5148
662	4073	5142
663	4079	5136
664	4085	5130
665	4092	5124
666	4098	5118
667	4104	5112
668	4110	5105
669	4116	5099
670	4123	5094
671	4129	5087
672	4136	5082
673	4142	5077
674	4149	5071
675	4151	5060
676	4157	5054
677	4163	5047
678	4169	5041
679	4176	5035
680	4183	5030
681	4190	5025
682	4195	5019
683	4199	5009
684	4203	5001
685	4205	4989
686	4211	4984
687	4219	4979
688	4225	4974
689	4232	4968
690	4239	4963
691	4245	4957
692	4252	4951
693	4259	4946
694	4265	4940
695	4272	4935
696	4276	4926
697	4282	4920
698	4288	4914
699	4295	4908
700	4301	4903
701	4308	4898
702	4317	4894
703	4324	4889
704	4331	4884
705	4338	4878
706	4340	4868
707	4346	4862
708	4353	4857
709	4360	4851
710	4366	4845
711	4372	4839
712	4378	4832
713	4385	4827
714	4392	4822
715	4399	4817
716	4407	4812
717	4414	4808
718	4421	4802
719	4428	4797
720	4435	4792
721	4442	4787
722	4450	4783
723	4457	4777
724	4460	4768
725	4468	4763
726	4475	4758
727	4481	4752
728	4489	4747
729	4494	4741
730	4500	4734
731	4507	4729
732	4510	4719
733	4517	4714
734	4524	4708
735	4526	4698
736	4534	4694
737	4541	4688
738	4548	4683
739	4555	4679
740	4562	4673
741	4569	4667
742	4575	4662
743	4582	4655
744	4585	4646
745	4590	4640
746	4597	4633
747	4601	4626
748	4606	4619
749	4612	4612
750	4618	4606
751	4625	4600
752	4631	4594
753	4637	4588
754	4644	4582
755	4650	4576
756	4655	4569
757	4657	4559
758	4663	4552
759	4670	4547
760	4674	4539
761	4677	4530
762	4684	4525
763	4691	4519
764	4698	4514
765	4705	4508
766	4710	4501
767	4717	4496
768	4724	4490
769	4726	4480
770	4732	4475
771	4739	4469
772	4746	4463
773	4752	4458
774	4759	4452
775	4762	4443
776	4769	4438
777	4771	4428
778	4779	4423
779	4786	4418
780	4794	4413
781	4801	4408
782	4808	4403
783	4815	4397
784	4822	4392
785	4829	4387
786	4836	4382
787	4841	4374
788	4848	4369
789	4855	4363
790	4862	4358
791	4869	4353
792	4876	4347
793	4883	4342
794	4890	4336
795	4892	4326
796	4898	4321
797	4905	4314
798	4911	4309
799	4919	4304
800	4926	4298
801	4933	4293
802	4938	4286
803	4945	4281
804	4951	4275
805	4958	4269
806	4960	4259
807	4968	4254
808	4974	4249
809	4981	4243
810	4988	4238
811	4993	4230
812	4995	4221
813	5000	4214
814	5006	4208
815	5012	4201
816	5017	4194
817	5023	4188
818	5026	4179
819	5031	4172
820	5037	4166
821	5043	4160
822	5049	4153
823	5053	4145
824	5055	4136
825	5061	4129
826	5067	4123
827	5074	4118
828	5080	4111
829	5086	4106
830	5092	4099
831	5097	4092
832	5103	4086
833	5109	4080
834	5115	4073
835	5120	4067
836	5127	4061
837	5133	4055
838	5140	4049
839	5142	4040
840	5148	4034
841	5154	4028
842	5158	4020
843	5163	4013
844	5170	4007
845	5177	4002
846	5179	3993
